s_no,title,body,industry,Region,source,date,latitude,longitude
105,Procurement of 0687-234020230071/01 Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects(1),"0687-234020230071/01,Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects",Health ,ChinaSichuan,Currency,2023-10-27,30.5000001,102.4999999
106,"Procurement of 3230-234000110023 Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project(2)","3230-234000110023,Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project",Research and Experimental Development,ChinaGansu,Currency,2023-10-27,38.0000001,101.9999999
107,"Procurement of 0730-234011SZ0366/01 GreaTech Substrates Co., Ltd. Project-Blind Hole Inspection Machine(1)","0730-234011SZ0366/01,GreaTech Substrates Co., Ltd. Project-Blind Hole Inspection Machine","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaGuangdong,Currency,2023-10-27,23.1357694,113.1982688
108,Procurement of 1200-234GB2023018 Fully automatic blood type analyzer(1),"1200-234GB2023018,Fully automatic blood type analyzer",Health ,ChinaHainan,Currency,2023-10-27,19.2000001,109.5999999
109,Procurement of 0730-234011SZ0350/03 NanTong SCC Project -Direct Imaging Machine(1),"0730-234011SZ0350/03,NanTong SCC Project -Direct Imaging Machine","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-27,33.0000001,119.9999999
110,Procurement of 0664-2340SUMECK38 Raw material synthesis furnace(1),"0664-2340SUMECK38,Raw material synthesis furnace","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaZhejiang,Currency,2023-10-27,29.0000001,119.9999999
111,Procurement of 1289-234023ZB1481 Procurement of laser annealing equipment for Yandong Group(2),"1289-234023ZB1481,Procurement of laser annealing equipment for Yandong Group",Manufacture of Electrical Machinery and Apparatus ,ChinaBeijing,Currency,2023-10-27,39.9057136,116.3912972
112,Procurement of 0720-2340zbzx0225 extrusion and pelletizing unit(2),"0720-2340zbzx0225,extrusion and pelletizing unit","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,2023-10-27,24.0,109.0
113,"Procurement of 0655-2341NIT2005N Procurement and Installation Project of Flash Thermal Conductivity Tester for Ningbo Innovation Research Institute, Beijing University of AeronauticsandAstronautics(1)","0655-2341NIT2005N,Procurement and Installation Project of Flash Thermal Conductivity Tester for Ningbo Innovation Research Institute, ",Education ,ChinaZhejiang,Currency,2023-10-27,29.0000001,119.9999999
114,Procurement of 0720-2340zbzx0224 Peroxide Dosing Pumps & Solvent Flushing Pump(2),"0720-2340zbzx0224,Peroxide Dosing Pumps & Solvent Flushing Pump","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,2023-10-27,24.0,109.0
115,Procurement of 0720-2340zbzx0223 Vinyl acetate injection pump(2),"0720-2340zbzx0223,Vinyl acetate injection pump","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,2023-10-27,24.0,109.0
116,Procurement of 0866-2340SXQY2016 Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.(1),"0866-2340SXQY2016,Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.",Coal Mining and Dressing,ChinaShaanxi,Currency,2023-10-27,35.5895959,109.3013107
117,Procurement of 0730-234011020148/02 CAN network diagnostic test tool chain(1),"0730-234011020148/02,CAN network diagnostic test tool chain","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-27,31.2312707,121.4700152
118,Procurement of 0834-2341SH23A424 MRI compatible anesthesia machine(1),"0834-2341SH23A424,MRI compatible anesthesia machine",Research and Experimental Development,ChinaShanghai,Currency,2023-10-27,31.2312707,121.4700152
119,Procurement of 2947-234hs2023g03 Purchase of 5 magnetic resonance spectrometers for West Lake University(1),"2947-234hs2023g03,Purchase of 5 magnetic resonance spectrometers for West Lake University",Professional Technical Services,ChinaZhejiang,Currency,2023-10-27,29.0000001,119.9999999
120,Procurement of 3807-234KRJDEY014 Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project(2),"3807-234KRJDEY014,Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project",Health ,ChinaJilin,Currency,2023-10-27,43.7289674,126.1997366
121,Procurement of 0720-2340zbzx0192 High pressure electric throttle valve(1),"0720-2340zbzx0192,High pressure electric throttle valve",Petroleum and Natural Gas Extraction,ChinaXinjiang,Currency,2023-10-27,42.4804953,85.4633464
122,Procurement of 0854-234HNWXZB045 ICB Procurement of Medical Equipment(2),"0854-234HNWXZB045,ICB Procurement of Medical Equipment",Health ,ChinaHenan,Currency,2023-10-27,34.0000001,113.9999999
123,Procurement of 0729-234OIT572277/01 Dielectric film deposition system(1),"0729-234OIT572277/01, Dielectric film deposition system",Research and Experimental Development,ChinaBeijing,Currency,2023-10-27,39.9057136,116.3912972
124,Procurement of 0748-2340CA1066IK reference information in Chinese(1),"0748-2340CA1066IK,reference information in Chinese",Manufacture of Special-purpose Machinery,ChinaBeijing,Currency,2023-10-27,39.9057136,116.3912972
125,Procurement of 1257-234BLKJC2311 Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)(1),"1257-234BLKJC2311,Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)",Water Transport,ChinaXinjiang,Currency,2023-10-27,42.4804953,85.4633464
126,Procurement of 1257-234BLKJC2310 Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)(1),"1257-234BLKJC2310,Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)",Water Transport,ChinaXinjiang,Currency,2023-10-27,42.4804953,85.4633464
127,"Procurement of 0721-2340035B5239 Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project(2)","0721-2340035B5239,Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project",Smelting and Pressing of Ferrous Metals,ChinaJiangxi,Currency,2023-10-27,28.0,116.0
128,Procurement of 5243-234CQZT00003 Procurement project of lithium-ion battery separator small cutting equipment(2),"5243-234CQZT00003,Procurement project of lithium-ion battery separator small cutting equipment",Manufacture of Rubber and Plastic Products,ChinaChongqing,Currency,2023-10-27,29.5656729,106.5479189
129,Procurement of 0712-234022303114 Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company(2),"0712-234022303114,Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
130,Procurement of 0701-234101140167 Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 for International Health Exchange and Cooperation Center NHC PRC (1),"0701-234101140167,Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 ",Health ,ChinaBeijing,Currency,2023-10-26,39.9057136,116.3912972
131,"Procurement of 4197-2340SHJT0002/32 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/32,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
132,"Procurement of 0712-234022303105 Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.(2)","0712-234022303105,Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
133,Procurement of 0811-234DSITC2381 Mobile o-arm x-ray machine(1),"0811-234DSITC2381,Mobile o-arm x-ray machine",Health ,ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
134,Procurement of 0811-234DSITC2380 Medical angiography x-ray system(1),"0811-234DSITC2380,Medical angiography x-ray system",Health ,ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
135,Procurement of 0664-2340SUMECK36 Rapier loom(1),"0664-2340SUMECK36,Rapier loom",Textile Industry,ChinaTianjin,Currency,2023-10-26,39.3032619,117.4163641
136,Procurement of 0664-2340SUMECK31 Automatic winder(2),"0664-2340SUMECK31,Automatic winder",Textile Industry,ChinaZhejiang,Currency,2023-10-26,29.0000001,119.9999999
137,Procurement of 4472-234SCJXGJ111/02 Bronchoscopic surgical system(1),"4472-234SCJXGJ111/02,Bronchoscopic surgical system",Health ,ChinaSichuan,Currency,2023-10-26,30.5000001,102.4999999
138,Procurement of 4472-234SCJXGJ003/02 Color Doppler ultrasound instrument(1),"4472-234SCJXGJ003/02,Color Doppler ultrasound instrument",Health ,ChinaSichuan,Currency,2023-10-26,30.5000001,102.4999999
139,Procurement of 4472-234SCJXGJ111/01 Laparoscopic surgical system(1),"4472-234SCJXGJ111/01,Laparoscopic surgical system",Health ,ChinaSichuan,Currency,2023-10-26,30.5000001,102.4999999
140,Procurement of 4472-234SCJXGJ003/01 Color Doppler ultrasound system(1),"4472-234SCJXGJ003/01,Color Doppler ultrasound system",Health ,ChinaSichuan,Currency,2023-10-26,30.5000001,102.4999999
141,"Procurement of 0623-2340J1110309 Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project(1)","0623-2340J1110309,Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
142,"Procurement of 0623-2340J1110310 Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project(1)","0623-2340J1110310,Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
143,"Procurement of 0623-2340J1110279 High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110279,High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
144,"Procurement of 0623-2340J1110313 Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project(1)","0623-2340J1110313,Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
145,"Procurement of 0623-2340J1110169 PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110169,PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
146,"Procurement of 0623-2340J1110308 Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project(1)","0623-2340J1110308,Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
147,"Procurement of 0623-2340J1110312 Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project(1)","0623-2340J1110312,Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
148,"Procurement of 0623-2340J1110266 Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110266,Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
149,Procurement of 1069-234Z20233267 Nanopore sequencing system procurement project(1),"1069-234Z20233267,Nanopore sequencing system procurement project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
150,"Procurement of 0720-2340zbzx0232 Reactor system, heat exchanger system(2)","0720-2340zbzx0232,Reactor system, heat exchanger system","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,2023-10-26,24.0,109.0
151,Procurement of 0747-2340SCCZUE01 Project for improving the quality and efficiency of engineering radial tires for large-sized wide body dump trucks(2),"0747-2340SCCZUE01,Project for improving the quality and efficiency of engineering radial tires for large-sized wide body dump trucks",Manufacture of Rubber and Plastic Products,ChinaHenan,Currency,2023-10-26,34.0000001,113.9999999
152,Procurement of 0773-2341SHHW0097/03 reference to chinese(2),"0773-2341SHHW0097/03,reference to chinese",Education ,ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
153,Procurement of 0618-234TC23960FW Vacuum reflux furnace,"0618-234TC23960FW,Vacuum reflux furnace",Manufacture of Special-purpose Machinery,ChinaSichuan,Currency,2023-10-26,30.5000001,102.4999999
154,Procurement of 1009-2341HOLLY25U Gastroenteroscopy Procurement Project of the First People's Hospital of Suqian City(1),"1009-2341HOLLY25U,Gastroenteroscopy Procurement Project of the First People's Hospital of Suqian City",Health ,ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
155,Procurement of 4049-234BHJT23002 Procurement and Installation Services for Water Mist Extinguishing and Fire Control System Equipment of Vehicles in Phase I of Rail Transit Line B1(1),"4049-234BHJT23002,Procurement and Installation Services for Water Mist Extinguishing and Fire Control System Equipment of Vehicles ",Railway Transport,ChinaTianjin,Currency,2023-10-26,39.3032619,117.4163641
156,Procurement of 1009-2341HOLLY41M Gaoyou Traditional Chinese Medicine Hospital Plasma Electric Cutting Lens Procurement Project(1),"1009-2341HOLLY41M,Gaoyou Traditional Chinese Medicine Hospital Plasma Electric Cutting Lens Procurement Project",Health ,ChinaJiangsu,Currency,2023-10-26,33.0000001,119.9999999
157,Procurement of 0613-234022125018 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125018,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,2023-10-26,31.2312707,121.4700152
