s_no,title,body,industry,Region,source,time
115,Procurement of 0720-2340zbzx0223 Vinyl acetate injection pump(2),"0720-2340zbzx0223,Vinyl acetate injection pump","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-27-2023
116,Procurement of 0866-2340SXQY2016 Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.(1),"0866-2340SXQY2016,Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.",Coal Mining and Dressing,ChinaShaanxi,Currency,10-27-2023
117,Procurement of 0730-234011020148/02 CAN network diagnostic test tool chain(1),"0730-234011020148/02,CAN network diagnostic test tool chain","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-27-2023
118,Procurement of 0834-2341SH23A424 MRI compatible anesthesia machine(1),"0834-2341SH23A424,MRI compatible anesthesia machine",Research and Experimental Development,ChinaShanghai,Currency,10-27-2023
119,Procurement of 2947-234hs2023g03 Purchase of 5 magnetic resonance spectrometers for West Lake University(1),"2947-234hs2023g03,Purchase of 5 magnetic resonance spectrometers for West Lake University",Professional Technical Services,ChinaZhejiang,Currency,10-27-2023
120,Procurement of 3807-234KRJDEY014 Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project(2),"3807-234KRJDEY014,Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project",Health ,ChinaJilin,Currency,10-27-2023
121,Procurement of 0720-2340zbzx0192 High pressure electric throttle valve(1),"0720-2340zbzx0192,High pressure electric throttle valve",Petroleum and Natural Gas Extraction,ChinaXinjiang,Currency,10-27-2023
122,Procurement of 0854-234HNWXZB045 ICB Procurement of Medical Equipment(2),"0854-234HNWXZB045,ICB Procurement of Medical Equipment",Health ,ChinaHenan,Currency,10-27-2023
123,Procurement of 0729-234OIT572277/01 Dielectric film deposition system(1),"0729-234OIT572277/01, Dielectric film deposition system",Research and Experimental Development,ChinaBeijing,Currency,10-27-2023
124,Procurement of 0748-2340CA1066IK reference information in Chinese(1),"0748-2340CA1066IK,reference information in Chinese",Manufacture of Special-purpose Machinery,ChinaBeijing,Currency,10-27-2023
125,Procurement of 1257-234BLKJC2311 Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)(1),"1257-234BLKJC2311,Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)",Water Transport,ChinaXinjiang,Currency,10-27-2023
126,Procurement of 1257-234BLKJC2310 Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)(1),"1257-234BLKJC2310,Procurement of Special Vehicles for Xinjiang Balikun Civil Airport Project (Section 1)",Water Transport,ChinaXinjiang,Currency,10-27-2023
127,"Procurement of 0721-2340035B5239 Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project(2)","0721-2340035B5239,Jiangxi XISCO-WISDRI New Material Co., Ltd. Added 4 # Rolling Mill Project",Smelting and Pressing of Ferrous Metals,ChinaJiangxi,Currency,10-27-2023
128,Procurement of 5243-234CQZT00003 Procurement project of lithium-ion battery separator small cutting equipment(2),"5243-234CQZT00003,Procurement project of lithium-ion battery separator small cutting equipment",Manufacture of Rubber and Plastic Products,ChinaChongqing,Currency,10-27-2023
129,Procurement of 0712-234022303114 Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company(2),"0712-234022303114,Liquid Chromatography-mass Spectrometry 1 Set for Sinopec Jinling Petrochemical Company","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,10-26-2023
130,Procurement of 0701-234101140167 Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 for International Health Exchange and Cooperation Center NHC PRC (1),"0701-234101140167,Centralized procurement of Positron Emission Magnetic Resonance Imaging System (PET/MR) in 2023 ",Health ,ChinaBeijing,Currency,10-26-2023
131,"Procurement of 4197-2340SHJT0002/32 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(1)","4197-2340SHJT0002/32,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
132,"Procurement of 0712-234022303105 Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.(2)","0712-234022303105,Control Butterfly Valve 1 Set for Sinopec Nanjing Chemical Industries Co., Ltd.","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaJiangsu,Currency,10-26-2023
133,Procurement of 0811-234DSITC2381 Mobile o-arm x-ray machine(1),"0811-234DSITC2381,Mobile o-arm x-ray machine",Health ,ChinaShanghai,Currency,10-26-2023
134,Procurement of 0811-234DSITC2380 Medical angiography x-ray system(1),"0811-234DSITC2380,Medical angiography x-ray system",Health ,ChinaShanghai,Currency,10-26-2023
135,Procurement of 0664-2340SUMECK36 Rapier loom(1),"0664-2340SUMECK36,Rapier loom",Textile Industry,ChinaTianjin,Currency,10-26-2023
136,Procurement of 0664-2340SUMECK31 Automatic winder(2),"0664-2340SUMECK31,Automatic winder",Textile Industry,ChinaZhejiang,Currency,10-26-2023
137,Procurement of 4472-234SCJXGJ111/02 Bronchoscopic surgical system(1),"4472-234SCJXGJ111/02,Bronchoscopic surgical system",Health ,ChinaSichuan,Currency,10-26-2023
138,Procurement of 4472-234SCJXGJ003/02 Color Doppler ultrasound instrument(1),"4472-234SCJXGJ003/02,Color Doppler ultrasound instrument",Health ,ChinaSichuan,Currency,10-26-2023
139,Procurement of 4472-234SCJXGJ111/01 Laparoscopic surgical system(1),"4472-234SCJXGJ111/01,Laparoscopic surgical system",Health ,ChinaSichuan,Currency,10-26-2023
140,Procurement of 4472-234SCJXGJ003/01 Color Doppler ultrasound system(1),"4472-234SCJXGJ003/01,Color Doppler ultrasound system",Health ,ChinaSichuan,Currency,10-26-2023
141,"Procurement of 0623-2340J1110309 Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project(1)","0623-2340J1110309,Yixing CRRC Times Semiconductor Co., LTD. Metal wet etching equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
142,"Procurement of 0623-2340J1110310 Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project(1)","0623-2340J1110310,Yixing CRRC Times Semiconductor Co., LTD. Ultra-high energy injection machine project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
143,"Procurement of 0623-2340J1110279 High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110279,High temperature oxidation furnace project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
144,"Procurement of 0623-2340J1110313 Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project(1)","0623-2340J1110313,Yixing CRRC Times Semiconductor Co., Ltd. can proton injection machine project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
145,"Procurement of 0623-2340J1110169 PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110169,PECVD equipment project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
146,"Procurement of 0623-2340J1110308 Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project(1)","0623-2340J1110308,Yixing CRRC Times Semiconductor Co., LTD. Metal dry etching equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
147,"Procurement of 0623-2340J1110312 Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project(1)","0623-2340J1110312,Yixing CRRC Times Semiconductor Co., LTD. Platinum process furnace tube equipment project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
148,"Procurement of 0623-2340J1110266 Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD(1)","0623-2340J1110266,Four probe equipment project of Yixing CRRC Times Semiconductor Co., LTD","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-26-2023
149,Procurement of 1069-234Z20233267 Nanopore sequencing system procurement project(1),"1069-234Z20233267,Nanopore sequencing system procurement project",Manufacture of Special-purpose Machinery,ChinaShanghai,Currency,10-26-2023
150,"Procurement of 0720-2340zbzx0232 Reactor system, heat exchanger system(2)","0720-2340zbzx0232,Reactor system, heat exchanger system","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaGuangxi,Currency,10-26-2023
151,Procurement of 0747-2340SCCZUE01 Project for improving the quality and efficiency of engineering radial tires for large-sized wide body dump trucks(2),"0747-2340SCCZUE01,Project for improving the quality and efficiency of engineering radial tires for large-sized wide body dump trucks",Manufacture of Rubber and Plastic Products,ChinaHenan,Currency,10-26-2023
152,Procurement of 0773-2341SHHW0097/03 reference to chinese(2),"0773-2341SHHW0097/03,reference to chinese",Education ,ChinaShanghai,Currency,10-26-2023
153,Procurement of 0618-234TC23960FW Vacuum reflux furnace,"0618-234TC23960FW,Vacuum reflux furnace",Manufacture of Special-purpose Machinery,ChinaSichuan,Currency,10-26-2023
154,Procurement of 1009-2341HOLLY25U Gastroenteroscopy Procurement Project of the First People's Hospital of Suqian City(1),"1009-2341HOLLY25U,Gastroenteroscopy Procurement Project of the First People's Hospital of Suqian City",Health ,ChinaJiangsu,Currency,10-26-2023
155,Procurement of 4049-234BHJT23002 Procurement and Installation Services for Water Mist Extinguishing and Fire Control System Equipment of Vehicles in Phase I of Rail Transit Line B1(1),"4049-234BHJT23002,Procurement and Installation Services for Water Mist Extinguishing and Fire Control System Equipment of Vehicles ",Railway Transport,ChinaTianjin,Currency,10-26-2023
156,Procurement of 1009-2341HOLLY41M Gaoyou Traditional Chinese Medicine Hospital Plasma Electric Cutting Lens Procurement Project(1),"1009-2341HOLLY41M,Gaoyou Traditional Chinese Medicine Hospital Plasma Electric Cutting Lens Procurement Project",Health ,ChinaJiangsu,Currency,10-26-2023
157,Procurement of 0613-234022125018 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125018,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
158,Procurement of 0613-234022125017 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125017,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
159,Procurement of 0613-234022125014 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125014,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
160,Procurement of 0613-234022125013 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125013,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
161,Procurement of 0613-234022125015 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125015,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
162,Procurement of 0613-234022125012 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125012,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
163,Procurement of 0613-234022125011 HHGrace 8-Inch IC Manufacturing Project(2),"0613-234022125011,HHGrace 8-Inch IC Manufacturing Project","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-26-2023
164,"Procurement of 1009-2340HOLLY05S Vortex Spinning Machine Procurement Project of Kangtai Textile Co., Ltd. in Gaomi City, Shandong Province(2)","1009-2340HOLLY05S,Vortex Spinning Machine Procurement Project of Kangtai Textile Co., Ltd. in Gaomi City, Shandong Province","Manufacture of Textile, Wearing Apparel and Accessories",ChinaJiangsu,Currency,10-26-2023
165,"Procurement of 5250-234SJZB23003/01 Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement(1)","5250-234SJZB23003/01,Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement",Coal Mining and Dressing,ChinaShanxi,Currency,10-26-2023
166,"Procurement of 5250-234SJZB23003/02 Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement(1)","5250-234SJZB23003/02,Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement",Coal Mining and Dressing,ChinaShanxi,Currency,10-26-2023
167,"Procurement of 5250-234SJZB23003/03 Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement(1)","5250-234SJZB23003/03,Shanxi Coking Coal Group Co., Ltd. coking coal clean utilization laboratory branch of the fourth batch of equipment procurement",Coal Mining and Dressing,ChinaShanxi,Currency,10-26-2023
168,Procurement of 5244-234YBSKJD001 a number of equipment bidding projects such as composite operating room angiography system of Yibin Second People's Hospital(1),"5244-234YBSKJD001,a number of equipment bidding projects such as composite operating room angiography system of Yibin Second People's Hospital",Manufacture of Special-purpose Machinery,ChinaSichuan,Currency,10-26-2023
